Candidate ID|Office ID|Election ID|Office Name|Allowed Votes|Candidate First Name|Candidate Last Name|Candidate Credentials|Candidate Bio
401|165|66|Vice President|2|Adam|Brewer|MD|
402|166|67|Treasurer|1|Brandon|Reed|PharmD|
403|166|67|Treasurer|1|James|Robertson||
404|166|67|Treasurer|1|Louise|Kennedy|PsyD|
405|167|67|President|1|Alan|Peters|JD|
406|168|67|Vice President|2|Andrew|Ray|EdD|
407|169|67|Secretary|1|Pamela|Reid|DDS|
408|169|67|Secretary|1|Roger|Howell||
409|169|67|Secretary|1|Henry|Martinez|MSc|
410|170|68|Vice President|2|Michelle|Washington|MSL|
411|170|68|Vice President|2|Jeffrey|Price|BA|
412|171|69|Treasurer|1|Mark|Wood|JD|
413|171|69|Treasurer|1|Deanna|Wheeler||
414|172|69|Vice President|2|Bruce|Hudson||
415|172|69|Vice President|2|Charles|Bradley||
416|172|69|Vice President|2|Roger|Rice|MBA|
417|173|70|Vice President|2|Lawrence|Williams||
418|174|70|Secretary|1|Martha|Moreno|MSL|
419|174|70|Secretary|1|Timothy|James|MPH|
420|174|70|Secretary|1|Kathleen|Edwards||
421|174|70|Secretary|1|Heather|Holland||
422|175|70|President|1|Brandon|Harrison||
423|175|70|President|1|Nancy|Wallace|MPA|
424|175|70|President|1|Ashley|Boyd|LLM|
425|175|70|President|1|Edward|Washington||
426|176|71|Vice President|2|Mark|Turner||Armed with a deep understanding of human behavior and a commitment to improving mental health outcomes, this individual has dedicated their career to providing compassionate care and support to those in need. Their work as a therapist and counselor has touched the lives of countless individuals, helping them navigate life's challenges and find hope in difficult times.
427|176|71|Vice President|2|Larry|Bell|PhD|
428|176|71|Vice President|2|John|Palmer||
429|176|71|Vice President|2|Michelle|Gray||With a background in psychology and a passion for mental health advocacy, this individual has dedicated their career to breaking down stigma and expanding access to quality mental healthcare services. Their work in community outreach and counseling has provided support and healing to countless individuals navigating life's challenges.
430|177|71|Secretary|1|Kimberly|Adams|BSc|
431|178|71|President|1|Gregory|Hart|MD|A tireless advocate for environmental conservation and sustainable development, this individual has dedicated their career to protecting our planet for future generations. Through their work in research, education, and advocacy, they have raised awareness about pressing environmental issues and mobilized communities to take action in defense of our natural world.
432|178|71|President|1|Stephanie|Gonzales|DPT|
433|179|71|Treasurer|1|David|Mason||With a background in psychology and a passion for helping others unlock their full potential, this individual has dedicated their career to the field of coaching and personal development. Through their transformative coaching programs and workshops, they have empowered countless individuals to overcome obstacles, achieve their goals, and live lives of fulfillment and purpose. Their unique blend of empathy, insight, and practical wisdom has made them a trusted guide and mentor to clients seeking to create positive change in their lives.
434|179|71|Treasurer|1|Benjamin|Jacobs|MDiv|
435|179|71|Treasurer|1|Rachel|Lane||
436|179|71|Treasurer|1|Cynthia|Lee|DO|
437|180|72|Vice President|2|Victoria|Andrews||As a seasoned journalist, this individual has made a name for themselves by fearlessly pursuing truth and shedding light on pressing social and political issues. Their commitment to journalistic integrity and investigative reporting has earned them respect within the industry and sparked meaningful conversations that drive societal change.
438|181|72|President|1|Alan|Cooper||
439|181|72|President|1|Terri|Washington||
440|182|73|Secretary|1|Jean|Morales||
441|182|73|Secretary|1|Bryan|Day||
442|183|73|Vice President|1|Maria|Adams|PsyD|
443|183|73|Vice President|1|Adam|Ramirez|MSLIS|
444|183|73|Vice President|1|Billy|Kelley||
445|184|74|Secretary|1|Debra|George||With a background in software engineering and a knack for problem-solving, this individual has played a pivotal role in developing cutting-edge technology solutions for businesses across industries. Their innovative mindset and collaborative spirit have led to the creation of software platforms that streamline operations and drive organizational growth.
446|184|74|Secretary|1|Gregory|Lawrence|LLM|
447|185|74|President|1|Michelle|Weaver||
448|185|74|President|1|Charles|Reynolds|MSLIS|
449|185|74|President|1|Rachel|Burke||
450|185|74|President|1|Debra|Kim|MBA|
451|186|75|Treasurer|1|Billy|Price||
452|186|75|Treasurer|1|Willie|Gilbert|MSL|
453|186|75|Treasurer|1|Douglas|Lewis|PhD|
454|186|75|Treasurer|1|Christine|Perkins||
455|187|75|Secretary|1|Raymond|Rivera||
456|187|75|Secretary|1|Virginia|Hayes||With a background in psychology and a passion for helping others unlock their full potential, this individual has dedicated their career to the field of coaching and personal development. Through their transformative coaching programs and workshops, they have empowered countless individuals to overcome obstacles, achieve their goals, and live lives of fulfillment and purpose. Their unique blend of empathy, insight, and practical wisdom has made them a trusted guide and mentor to clients seeking to create positive change in their lives.
457|187|75|Secretary|1|Douglas|Stewart||
458|188|75|President|1|Eric|Ryan|MEd|
459|188|75|President|1|Patrick|Knight||
460|188|75|President|1|Donna|Mason||
461|189|75|Vice President|1|Dylan|Jordan|PsyD|
462|190|76|Treasurer|1|Nicole|Elliott||
463|190|76|Treasurer|1|Rachel|Fields||
464|190|76|Treasurer|1|Jean|Rice||
465|190|76|Treasurer|1|Charles|Larson||
466|191|76|Secretary|1|Ashley|Fox||
467|191|76|Secretary|1|Julie|Murphy||
468|191|76|Secretary|1|Ashley|Knight|DVM|
469|192|77|Treasurer|1|Austin|Collins|MDiv|
470|192|77|Treasurer|1|Elizabeth|Carpenter|MSL|
471|193|77|President|1|Lawrence|Johnson||
472|193|77|President|1|Betty|Dixon|JD|
473|193|77|President|1|Samuel|Hamilton|EdD|
474|194|77|Secretary|1|Victoria|Henderson|RN|
475|195|78|Vice President|1|Harold|Edwards||Armed with a background in finance and a keen eye for market trends, this professional has carved out a niche in the realm of investment banking. Their strategic insights and risk management expertise have propelled them to success, enabling them to navigate complex financial landscapes and deliver exceptional results for their clients.
476|195|78|Vice President|1|Sharon|Welch|RN|
477|195|78|Vice President|1|Janet|Warren|MSLIS|
478|195|78|Vice President|1|Kathryn|Mendoza||As a seasoned educator and lifelong learner, this individual is passionate about inspiring the next generation of leaders and thinkers. With a focus on fostering creativity and critical thinking skills, they have created dynamic learning environments where students are encouraged to explore their interests and pursue their passions.
479|196|78|President|1|Samuel|Mitchell||
480|196|78|President|1|Eric|James||
481|197|79|Vice President|1|Victoria|Chavez|MBA|
482|197|79|Vice President|1|Anthony|Collins||
483|197|79|Vice President|1|Jennifer|Romero||
484|198|80|Treasurer|1|Noah|Greene||
485|198|80|Treasurer|1|Laurie|Peterson|MBA|
486|198|80|Treasurer|1|Victor|Reid|MSL|
487|198|80|Treasurer|1|Virginia|Wells||
488|199|80|Secretary|1|Shirley|Reyes||
489|200|81|Secretary|1|Anna|Hernandez|PhD|
490|200|81|Secretary|1|Edward|Hunter|MEd|
491|200|81|Secretary|1|Joan|Hansen|MS|
492|200|81|Secretary|1|Susan|Brewer||
493|201|81|President|1|Dylan|Rogers||
494|201|81|President|1|Mark|Fernandez||
495|201|81|President|1|Gary|Roberts|RN|
496|201|81|President|1|Ronald|Davis||
497|202|81|Vice President|2|Emily|Day|DVM|A visionary leader with a flair for strategic thinking, this individual has built a reputation for driving organizational growth and success. With a background in business management and a track record of navigating complex challenges, they have spearheaded initiatives that have propelled companies to new heights. Their ability to inspire and motivate teams, coupled with their unwavering dedication to achieving results, has earned them recognition as a transformative force in the business world.
498|202|81|Vice President|2|Bruce|Porter||
499|202|81|Vice President|2|Patrick|Payne|BSN|
500|203|82|Treasurer|1|Sarah|Smith|JD|With a background in technology and a flair for innovation, this individual has played a key role in driving digital transformation across a wide range of industries. Their expertise in software development and project management has enabled organizations to streamline operations, increase efficiency, and stay ahead of the curve in an ever-evolving marketplace.
501|204|82|Vice President|1|Louise|Richards||
502|204|82|Vice President|1|Dylan|Gomez||
503|205|82|President|1|Jordan|Hawkins|DO|
504|205|82|President|1|Ethan|Mitchell|MPH|
505|205|82|President|1|Harold|Stone|PhD|
506|206|82|Secretary|1|Mary|Walker|DDS|
507|206|82|Secretary|1|Betty|Murray|DC|
508|207|83|Treasurer|1|Jesse|Bishop||
509|207|83|Treasurer|1|Jacqueline|Howard||
510|207|83|Treasurer|1|Stephanie|Matthews|OD|
511|207|83|Treasurer|1|Gerald|Little|BSN|A tireless advocate for environmental conservation and sustainable development, this individual has dedicated their career to protecting our planet for future generations. Through their work in research, education, and advocacy, they have raised awareness about pressing environmental issues and mobilized communities to take action in defense of our natural world.
512|208|83|President|1|Betty|Bishop|PharmD|
513|208|83|President|1|Maria|Fields|MS|
514|209|84|President|1|Arthur|Thomas|MA|
515|209|84|President|1|Linda|Riley|BSc|
516|209|84|President|1|Janet|Wood||
517|209|84|President|1|Justin|Freeman||
518|210|84|Treasurer|1|Ann|Jordan||
519|210|84|Treasurer|1|Jeffrey|Chavez||
520|211|84|Vice President|1|Michael|Anderson||
521|211|84|Vice President|1|Steven|Brooks|PsyD|
522|211|84|Vice President|1|Cynthia|Bowman||With a background in law and a passion for social justice, this individual has dedicated their career to fighting for the rights of the most vulnerable members of society. As a legal advocate and activist, they have worked tirelessly to challenge systemic injustice and hold those in power accountable for their actions.
523|212|84|Secretary|1|Linda|Baker|DC|
524|213|85|Vice President|1|Judith|Edwards||
525|213|85|Vice President|1|Gregory|Wood|BA|
526|213|85|Vice President|1|Gregory|Roberts||
527|213|85|Vice President|1|Gregory|Edwards|PharmD|
528|214|85|President|1|Heather|Hart||
529|214|85|President|1|Darlene|Hunter|MD|
530|214|85|President|1|Doris|Garrett|PhD|
531|215|86|Treasurer|1|Carol|Wilson|MEd|
532|215|86|Treasurer|1|Aaron|Cook||
533|216|87|Treasurer|1|Bonnie|Sanchez|MDiv|
534|216|87|Treasurer|1|Stephen|Turner|MSLIS|
535|216|87|Treasurer|1|Rose|Armstrong||
536|216|87|Treasurer|1|Deborah|Sims|DVM|
537|217|87|President|1|Douglas|Kelly||
538|217|87|President|1|Sara|Lane|MPH|
539|218|88|Vice President|1|Eric|Crawford|MD|
540|218|88|Vice President|1|Emily|Graham||As a seasoned educator and lifelong learner, this individual is passionate about inspiring the next generation of leaders and thinkers. With a focus on fostering creativity and critical thinking skills, they have created dynamic learning environments where students are encouraged to explore their interests and pursue their passions.
541|218|88|Vice President|1|Susan|Scott|PharmD|
542|218|88|Vice President|1|Doris|West||
543|219|88|Treasurer|1|Albert|Fields||
544|219|88|Treasurer|1|Harold|Fernandez|MSc|
545|219|88|Treasurer|1|Emma|Hicks||
546|220|89|Vice President|1|Catherine|Lane||
547|221|89|Treasurer|1|Ethan|Olson|MS|
548|221|89|Treasurer|1|Jennifer|Ruiz|OD|
549|221|89|Treasurer|1|James|Wallace||
550|221|89|Treasurer|1|Alan|Scott||
551|222|89|President|1|Billy|Porter||
552|222|89|President|1|Raymond|Parker||
553|223|90|Vice President|1|Sandra|Ramos|DPT|
554|224|90|Treasurer|1|Jacob|Sims|BSc|
555|225|90|Secretary|1|Emily|Brewer|MPhil|
556|226|91|President|1|Jerry|Clark||
557|227|91|Vice President|2|Noah|Gardner|BSN|
558|228|91|Secretary|1|William|Lawson|BSN|Armed with a background in healthcare and a commitment to improving patient outcomes, this individual has made significant contributions to the field of medical research. Their groundbreaking discoveries and innovative treatments have saved countless lives and paved the way for new advancements in the fight against disease.
559|228|91|Secretary|1|Jennifer|Grant|MFA|
560|229|91|Treasurer|1|Kathy|Hayes||
561|229|91|Treasurer|1|Ann|Moore|MEd|
562|229|91|Treasurer|1|Sarah|Armstrong||
563|230|92|Secretary|1|Gabriel|Gordon||
564|231|92|Treasurer|1|Kenneth|Snyder||
565|231|92|Treasurer|1|Maria|Young|MSL|
566|232|92|Vice President|2|Doris|Watkins|DO|
567|232|92|Vice President|2|Maria|Oliver||
568|232|92|Vice President|2|Judith|Williamson|DVM|
569|232|92|Vice President|2|Christine|Hansen||
570|233|92|President|1|Matthew|Morris|MEd|
571|233|92|President|1|Julie|Fernandez|DDS|
572|233|92|President|1|Betty|Webb||
573|234|93|Secretary|1|Kathy|Hansen|MPA|
574|234|93|Secretary|1|Jessica|Richardson||With a background in psychology and a passion for mental health advocacy, this individual has dedicated their career to breaking down stigma and expanding access to quality mental healthcare services. Their work in community outreach and counseling has provided support and healing to countless individuals navigating life's challenges.
575|235|93|Treasurer|1|Stephen|Morris|RN|
576|235|93|Treasurer|1|Rebecca|Boyd|MSW|With a background in finance and a keen eye for detail, this individual has established themselves as a trusted advisor in the world of investment management. Their strategic insights and prudent decision-making have consistently delivered strong returns for their clients, earning them a reputation as a savvy investor and a thought leader in the financial sector.
577|236|94|Vice President|1|Kenneth|Pierce|MDiv|
578|236|94|Vice President|1|Benjamin|Morgan|MD|
579|236|94|Vice President|1|Daniel|Fisher|MPhil|
580|237|95|Vice President|1|Ann|Franklin||
581|237|95|Vice President|1|Michael|Bryant|BSN|
582|237|95|Vice President|1|Shirley|Sullivan||
583|237|95|Vice President|1|Zachary|Elliott||
584|238|95|Treasurer|1|Gerald|Perez|MPA|
585|238|95|Treasurer|1|Rachel|Gilbert||
